date,book_id,cusip,issuer,sector,actual_pnl,explained_pnl,carry_pnl,spread_pnl,roll_pnl,basis_pnl,event_pnl,residual_pnl
2025-10-15,HY-CREDIT-01,12345A100,CloudSoft Inc,Software,9743.569680697874,9922.854157251793,5456.349206349207,-3861.8546536345375,3718.7499999999995,4609.609604537126,-0.0,-179.28447655391957
2025-10-16,HY-CREDIT-01,12345A100,CloudSoft Inc,Software,33213.5434049133,32220.840550173467,5456.349206349207,22813.192768630124,3718.7499999999995,232.54857519413895,-0.0,992.7028547398273
2025-10-17,HY-CREDIT-01,12345A100,CloudSoft Inc,Software,-40484.1068269213,-48695.17261843769,5456.349206349207,-56935.09797604186,3718.7499999999995,-935.1738487450372,-0.0,8211.065791516387
2025-10-20,HY-CREDIT-01,12345A100,CloudSoft Inc,Software,135965.23566569822,134562.51322259978,5456.349206349207,125215.56859162565,3718.7499999999995,171.8454246249328,-0.0,1402.722443098444
2025-10-21,HY-CREDIT-01,12345A100,CloudSoft Inc,Software,190680.5711954696,188049.95602504202,5456.349206349207,173298.2137404619,3718.7499999999995,5576.643078230917,-0.0,2630.6151704275717
2025-10-22,HY-CREDIT-01,12345A100,CloudSoft Inc,Software,72919.41066046596,74811.46229172384,5456.349206349207,65314.6379804188,3718.7499999999995,321.7251049558456,-0.0,-1892.0516312578834
2025-10-23,HY-CREDIT-01,12345A100,CloudSoft Inc,Software,52583.18002717127,54903.872634944084,5456.349206349207,42178.77631787886,3718.7499999999995,3549.9971107160163,-0.0,-2320.6926077728135
2025-10-24,HY-CREDIT-01,12345A100,CloudSoft Inc,Software,-48357.46610996871,-51459.9965262911,5456.349206349207,-58941.27802481051,3718.7499999999995,-1693.8177078297922,-0.0,3102.530416322395
2025-10-27,HY-CREDIT-01,12345A100,CloudSoft Inc,Software,72899.56863559215,76578.62134329161,5456.349206349207,68292.29872813716,3718.7499999999995,-888.7765911947541,-0.0,-3679.0527076994686
2025-10-28,HY-CREDIT-01,12345A100,CloudSoft Inc,Software,113812.9675042953,113362.36196870786,5456.349206349207,101605.70707992662,3718.7499999999995,2581.5556824320374,-0.0,450.60553558744647
2025-10-29,HY-CREDIT-01,12345A100,CloudSoft Inc,Software,-177581.3977183789,-172244.9139885326,5456.349206349207,-182869.97219405737,3718.7499999999995,1449.9589991755904,-0.0,-5336.483729846303
2025-10-30,HY-CREDIT-01,12345A100,CloudSoft Inc,Software,52446.06210078248,51225.10041428206,5456.349206349207,39151.465290415326,3718.7499999999995,2898.535917517528,-0.0,1220.9616865004211
2025-10-31,HY-CREDIT-01,12345A100,CloudSoft Inc,Software,-25598.383878975677,-26381.994370110286,5456.349206349207,-35808.58492859136,3718.7499999999995,251.49135213186293,-0.0,783.6104911346068
2025-11-03,HY-CREDIT-01,12345A100,CloudSoft Inc,Software,132311.04234938865,124755.71511158443,5456.349206349207,118032.71269406665,3718.7499999999995,-2452.0967888314167,-0.0,7555.327237804214
2025-11-04,HY-CREDIT-01,12345A100,CloudSoft Inc,Software,56599.544002892646,58116.47688962506,5456.349206349207,46238.042872697064,3718.7499999999995,2703.3348105787845,-0.0,-1516.9328867324114
2025-11-05,HY-CREDIT-01,12345A100,CloudSoft Inc,Software,-59038.72899236901,-57918.64220076145,5456.349206349207,-65839.86785026638,3718.7499999999995,-1253.8735568442783,-0.0,-1120.0867916075595
2025-11-06,HY-CREDIT-01,12345A100,CloudSoft Inc,Software,56322.175460650724,59378.45474386743,5456.349206349207,48709.85873871643,3718.7499999999995,1493.4967988017916,-0.0,-3056.2792832167047
2025-11-07,HY-CREDIT-01,12345A100,CloudSoft Inc,Software,-64819.53192136235,-62754.786838318636,5456.349206349207,-74120.95450536469,3718.7499999999995,2191.0684606968503,-0.0,-2064.7450830437188
2025-11-10,HY-CREDIT-01,12345A100,CloudSoft Inc,Software,-6544.74887370262,-6994.619759195237,5456.349206349207,-16539.018359173737,3718.7499999999995,369.2993936292935,-0.0,449.87088549261694
2025-11-11,HY-CREDIT-01,12345A100,CloudSoft Inc,Software,29110.49176863974,28222.7215623065,5456.349206349207,16212.759937030833,3718.7499999999995,2834.8624189264574,-0.0,887.7702063332396
2025-11-12,HY-CREDIT-01,12345A100,CloudSoft Inc,Software,21293.33325913868,22107.226975658465,5456.349206349207,11376.496801980808,3718.7499999999995,1555.6309673284493,-0.0,-813.893716519786
2025-11-13,HY-CREDIT-01,12345A100,CloudSoft Inc,Software,-121626.91383627748,-129190.71173249616,5456.349206349207,-141632.67409103448,3718.7499999999995,3266.863152189129,-0.0,7563.797896218681
2025-11-14,HY-CREDIT-01,12345A100,CloudSoft Inc,Software,-12178.794160009493,-13910.053652653576,5456.349206349207,-17951.351724693617,3718.7499999999995,-5133.801134309165,-0.0,1731.2594926440831
2025-11-17,HY-CREDIT-01,12345A100,CloudSoft Inc,Software,97861.99090513101,95634.3720198639,5456.349206349207,86467.94162343962,3718.7499999999995,-8.668809924908594,-0.0,2227.6188852671025
2025-11-18,HY-CREDIT-01,12345A100,CloudSoft Inc,Software,-55944.78437235668,-64877.96158598712,5456.349206349207,-75996.70667294163,3718.7499999999995,1943.6458806053024,-0.0,8933.17721363044
2025-11-19,HY-CREDIT-01,12345A100,CloudSoft Inc,Software,72472.08932058788,75739.70792190258,5456.349206349207,67047.99285344116,3718.7499999999995,-483.3841378877773,-0.0,-3267.618601314694
2025-11-20,HY-CREDIT-01,12345A100,CloudSoft Inc,Software,22516.659609445458,23831.489345716986,5456.349206349207,14273.018757376512,3718.7499999999995,383.3713819912674,-0.0,-1314.8297362715286
2025-11-21,HY-CREDIT-01,12345A100,CloudSoft Inc,Software,61623.39822495166,68207.56398376751,5456.349206349207,58360.514278658186,3718.7499999999995,671.9504987601207,-0.0,-6584.165758815851
2025-11-24,HY-CREDIT-01,12345A100,CloudSoft Inc,Software,165973.43387980704,152656.1749778485,5456.349206349207,145027.45606848964,3718.7499999999995,-1546.3802969903468,-0.0,13317.258901958516
2025-11-25,HY-CREDIT-01,12345A100,CloudSoft Inc,Software,38184.91746209779,36890.23162627332,5456.349206349207,29642.26227473727,3718.7499999999995,-1927.1298548131526,-0.0,1294.6858358244663
2025-11-26,HY-CREDIT-01,12345A100,CloudSoft Inc,Software,-109913.33843681576,-109501.44262223119,5456.349206349207,-120170.68550192086,3718.7499999999995,1494.1436733404628,-0.0,-411.8958145845749
2025-11-27,HY-CREDIT-01,12345A100,CloudSoft Inc,Software,-44669.1186770055,-45673.587947939355,5456.349206349207,-56463.20435600099,3718.7499999999995,1614.5172017124275,-0.0,1004.4692709338575
2025-11-28,HY-CREDIT-01,12345A100,CloudSoft Inc,Software,-17013.419409091865,-15094.344662188985,5456.349206349207,-25085.049939097247,3718.7499999999995,815.6060705590544,-0.0,-1919.0747469028806
2025-12-01,HY-CREDIT-01,12345A100,CloudSoft Inc,Software,7330.633108258409,5373.937660575488,5456.349206349207,-10000.639639602618,3718.7499999999995,6199.478093828899,-0.0,1956.6954476829217
2025-12-02,HY-CREDIT-01,12345A100,CloudSoft Inc,Software,127501.13282734984,126596.75053757126,5456.349206349207,113311.92507225716,3718.7499999999995,4109.726258964899,-0.0,904.3822897785747
2025-12-03,HY-CREDIT-01,12345A100,CloudSoft Inc,Software,96407.95019833786,95794.25688192628,5456.349206349207,90164.9174484766,3718.7499999999995,-3545.7597728995192,-0.0,613.693316411572
2025-12-04,HY-CREDIT-01,12345A100,CloudSoft Inc,Software,30674.70137166591,29459.66590520054,5456.349206349207,24569.012187839122,3718.7499999999995,-4284.44548898779,-0.0,1215.0354664653678
2025-12-05,HY-CREDIT-01,12345A100,CloudSoft Inc,Software,-52244.42841657184,-54190.95412131426,5456.349206349207,-64112.55530773509,3718.7499999999995,746.5019800716282,-0.0,1946.525704742414
2025-12-08,HY-CREDIT-01,12345A100,CloudSoft Inc,Software,-70729.43591813708,-71843.10297343372,5456.349206349207,-79571.72274666604,3718.7499999999995,-1446.479433116885,-0.0,1113.6670552966395
2025-12-09,HY-CREDIT-01,12345A100,CloudSoft Inc,Software,142508.14619640115,149349.68742027483,5456.349206349207,140916.3464369319,3718.7499999999995,-741.7582230062667,-0.0,-6841.541223873663
2025-12-10,HY-CREDIT-01,12345A100,CloudSoft Inc,Software,2646.292829849453,2511.554735452499,5456.349206349207,1429.732676562523,3718.7499999999995,-8093.27714745923,-0.0,134.7380943969541
2025-12-11,HY-CREDIT-01,12345A100,CloudSoft Inc,Software,46589.91127126353,42162.324827241646,5456.349206349207,35876.09647939054,3718.7499999999995,-2888.8708584980977,-0.0,4427.586444021888
2025-12-12,HY-CREDIT-01,12345A100,CloudSoft Inc,Software,37979.78451646074,35610.95151024035,5456.349206349207,26011.071201520364,3718.7499999999995,424.78110237078465,-0.0,2368.833006220392
2025-12-15,HY-CREDIT-01,12345A100,CloudSoft Inc,Software,-18906.572334587687,-22504.224624599665,5456.349206349207,-34302.47812629375,3718.7499999999995,2623.154295344875,-0.0,3597.6522900119776
2025-12-16,HY-CREDIT-01,12345A100,CloudSoft Inc,Software,-44225.405418271715,-42407.48046993619,5456.349206349207,-55934.702714469575,3718.7499999999995,4352.123038184175,-0.0,-1817.924948335526
2025-12-17,HY-CREDIT-01,12345A100,CloudSoft Inc,Software,-91750.19560805426,-85932.19913867529,5456.349206349207,-94651.84806225217,3718.7499999999995,-455.4502827723131,-0.0,-5817.99646937897
2025-12-18,HY-CREDIT-01,12345A100,CloudSoft Inc,Software,59800.80433189975,60195.217230159236,5456.349206349207,48926.0613566486,3718.7499999999995,2094.056667161427,-0.0,-394.41289825948405
2025-12-19,HY-CREDIT-01,12345A100,CloudSoft Inc,Software,52353.56133752932,52211.44003282049,5456.349206349207,39173.479410352455,3718.7499999999995,3862.861416118822,-0.0,142.1213047088314
2025-12-22,HY-CREDIT-01,12345A100,CloudSoft Inc,Software,-2316.709031492588,-3485.0383811436545,5456.349206349207,-14462.596811262074,3718.7499999999995,1802.4592237692127,-0.0,1168.3293496510664
2025-12-23,HY-CREDIT-01,12345A100,CloudSoft Inc,Software,-95466.44088188217,-85239.93681955728,5456.349206349207,-97372.8979105072,3718.7499999999995,2957.8618846007357,-0.0,-10226.504062324893
2025-12-24,HY-CREDIT-01,12345A100,CloudSoft Inc,Software,109800.879309259,100692.64998126714,5456.349206349207,95914.02074307944,3718.7499999999995,-4396.4699681615,-0.0,9108.229327991867
2025-12-25,HY-CREDIT-01,12345A100,CloudSoft Inc,Software,75317.6782306499,76004.24787171879,5456.349206349207,69086.00426976658,3718.7499999999995,-2256.8556043969816,-0.0,-686.5696410688923
2025-12-26,HY-CREDIT-01,12345A100,CloudSoft Inc,Software,117601.84402903476,120536.7926689161,5456.349206349207,111255.51613406962,3718.7499999999995,106.17732849726602,-0.0,-2934.9486398813297
2025-12-29,HY-CREDIT-01,12345A100,CloudSoft Inc,Software,93672.03353969721,99599.12704347822,5456.349206349207,94270.12945605566,3718.7499999999995,-3846.10161892663,-0.0,-5927.093503781014
2025-12-30,HY-CREDIT-01,12345A100,CloudSoft Inc,Software,-92295.4192094419,-82840.09586967099,5456.349206349207,-91894.6855088312,3718.7499999999995,-120.50956718898577,-0.0,-9455.323339770912
2025-12-31,HY-CREDIT-01,12345A100,CloudSoft Inc,Software,-165246.93888690195,-174605.74453777168,5456.349206349207,-186153.62990389907,3718.7499999999995,2372.786159778197,-0.0,9358.805650869746
2026-01-01,HY-CREDIT-01,12345A100,CloudSoft Inc,Software,-35662.776391159445,-35858.120772363356,5456.349206349207,-41072.42164846504,3718.7499999999995,-3960.7983302475277,-0.0,195.34438120390774
2026-01-02,HY-CREDIT-01,12345A100,CloudSoft Inc,Software,-80171.57193200446,-73610.39137503545,5456.349206349207,-81439.01077784729,3718.7499999999995,-1346.4798035373735,-0.0,-6561.180556969008
2026-01-05,HY-CREDIT-01,12345A100,CloudSoft Inc,Software,-25904.89682524882,-22930.433623135883,5456.349206349207,-34945.71792691474,3718.7499999999995,2840.185097429648,-0.0,-2974.4632021129373
2026-01-06,HY-CREDIT-01,12345A100,CloudSoft Inc,Software,98213.9351252913,100101.0867819105,5456.349206349207,90335.40046190172,3718.7499999999995,590.5871136595837,-0.0,-1887.1516566192045
2026-01-07,HY-CREDIT-01,12345A100,CloudSoft Inc,Software,-20276.911079291145,-24193.740857545956,5456.349206349207,-35779.70104944843,3718.7499999999995,2410.8609855532613,-0.0,3916.8297782548125
2026-01-08,HY-CREDIT-01,12345A100,CloudSoft Inc,Software,-106653.46160426557,-104768.28666274824,5456.349206349207,-117701.44765447146,3718.7499999999995,3758.0617853740173,-0.0,-1885.174941517331
2026-01-09,HY-CREDIT-01,12345A100,CloudSoft Inc,Software,-11813.806670457192,-9998.179567949,5456.349206349207,-16798.11966366728,3718.7499999999995,-2375.1591106309274,-0.0,-1815.6271025081908
2026-01-12,HY-CREDIT-01,12345A100,CloudSoft Inc,Software,-91031.17274077643,-89599.16824726903,5456.349206349207,-93787.37950236945,3718.7499999999995,-4986.887951248784,-0.0,-1432.0044935074009
2026-01-13,HY-CREDIT-01,12345A100,CloudSoft Inc,Software,193554.97068021813,196614.48359970652,5456.349206349207,183639.43927540022,3718.7499999999995,3799.9451179570933,-0.0,-3059.5129194883934
2026-01-14,HY-CREDIT-01,12345A100,CloudSoft Inc,Software,-156344.1754179489,-133023.4200870172,5456.349206349207,-140788.13225840707,3718.7499999999995,-1410.3870349593326,-0.0,-23320.75533093168
2026-01-15,HY-CREDIT-01,12345A100,CloudSoft Inc,Software,4559.517858061798,4591.216781384363,5456.349206349207,-6397.151749194698,3718.7499999999995,1813.2693242298546,-0.0,-31.698923322565342
2026-01-16,HY-CREDIT-01,12345A100,CloudSoft Inc,Software,12409.93272551489,12482.845492866538,5456.349206349207,1928.8194858923546,3718.7499999999995,1378.926800624976,-0.0,-72.91276735164926
2026-01-19,HY-CREDIT-01,12345A100,CloudSoft Inc,Software,-29617.4938574538,-31526.20707161567,5456.349206349207,-42359.85263922437,3718.7499999999995,1658.5463612594926,-0.0,1908.7132141618727
2026-01-20,HY-CREDIT-01,12345A100,CloudSoft Inc,Software,205227.7917648076,185554.91646722017,5456.349206349207,173999.84177890897,3718.7499999999995,2379.97548196201,-0.0,19672.875297587434
2026-01-21,HY-CREDIT-01,12345A100,CloudSoft Inc,Software,10935.417862479702,10610.138550881962,5456.349206349207,1478.9249187612086,3718.7499999999995,-43.88557422845141,-0.0,325.2793115977396
2026-01-22,HY-CREDIT-01,12345A100,CloudSoft Inc,Software,-24593.43557623032,-23967.96908328099,5456.349206349207,-35435.279536347014,3718.7499999999995,2292.211246716816,-0.0,-625.4664929493298
2026-01-23,HY-CREDIT-01,12345A100,CloudSoft Inc,Software,-128953.40012589896,-120185.68393046552,5456.349206349207,-128727.38219333702,3718.7499999999995,-633.4009434777017,-0.0,-8767.716195433446
2026-01-26,HY-CREDIT-01,12345A100,CloudSoft Inc,Software,93486.63770308408,81793.32465312156,5456.349206349207,72399.78046854808,3718.7499999999995,218.4449782242681,-0.0,11693.31304996253
2026-01-27,HY-CREDIT-01,12345A100,CloudSoft Inc,Software,69153.06111706518,68931.45395606689,5456.349206349207,59036.64900022878,3718.7499999999995,719.705749488897,-0.0,221.6071609982908
2026-01-28,HY-CREDIT-01,12345A100,CloudSoft Inc,Software,24067.028210691216,24053.893101882397,5456.349206349207,12383.077918235194,3718.7499999999995,2495.7159772979962,-0.0,13.135108808820611
2026-01-29,HY-CREDIT-01,12345A100,CloudSoft Inc,Software,-133591.45155152804,-133377.93957873943,5456.349206349207,-144170.08763191075,3718.7499999999995,1617.048846822129,-0.0,-213.5119727885998
2026-01-30,HY-CREDIT-01,12345A100,CloudSoft Inc,Software,-64774.92461826719,-65681.37994987657,5456.349206349207,-72934.97121262611,3718.7499999999995,-1921.5079435996647,-0.0,906.4553316093786
2026-02-02,HY-CREDIT-01,12345A100,CloudSoft Inc,Software,-48745.09715908296,-48229.79401911371,5456.349206349207,-56159.33194583566,3718.7499999999995,-1245.5612796272644,-0.0,-515.3031399692449
2026-02-03,HY-CREDIT-01,12345A100,CloudSoft Inc,Software,2670.669972363879,3087.2455866115833,5456.349206349207,-8769.484738733767,3718.7499999999995,2681.631118996144,-0.0,-416.57561424770427
2026-02-04,HY-CREDIT-01,12345A100,CloudSoft Inc,Software,-41078.15360539165,-39381.435691690465,5456.349206349207,-48377.68346174329,3718.7499999999995,-178.85143629638378,-0.0,-1696.7179137011844
2026-02-05,HY-CREDIT-01,12345A100,CloudSoft Inc,Software,-79828.13004138156,-79650.77435551089,5456.349206349207,-86915.00151540378,3718.7499999999995,-1910.8720464563137,-0.0,-177.35568587067544
2026-02-06,HY-CREDIT-01,12345A100,CloudSoft Inc,Software,-28700.219547082095,-27256.31476685702,5456.349206349207,-40950.77175118487,3718.7499999999995,4519.35777797864,-0.0,-1443.9047802250739
2026-02-09,HY-CREDIT-01,12345A100,CloudSoft Inc,Software,68344.18907825329,71197.60255900276,5456.349206349207,63380.80386366275,3718.7499999999995,-1358.3005110092063,-0.0,-2853.413480749464
2026-02-10,HY-CREDIT-01,12345A100,CloudSoft Inc,Software,80491.15168899823,80029.18706997516,5456.349206349207,69008.99350392606,3718.7499999999995,1845.094359699904,-0.0,461.96461902306817
2026-02-11,HY-CREDIT-01,12345A100,CloudSoft Inc,Software,148810.92419216855,151054.36549826042,5456.349206349207,143309.9190053618,3718.7499999999995,-1430.6527134505773,-0.0,-2243.4413060918882
2026-02-12,HY-CREDIT-01,12345A100,CloudSoft Inc,Software,85559.4475500392,79136.02699165724,5456.349206349207,67848.52065074198,3718.7499999999995,2112.40713456606,-0.0,6423.4205583819585
2026-02-13,HY-CREDIT-01,12345A100,CloudSoft Inc,Software,11588.913994319102,12384.6777897615,5456.349206349207,-1669.6394964778349,3718.7499999999995,4879.218079890129,-0.0,-795.7637954423974
2026-02-16,HY-CREDIT-01,12345A100,CloudSoft Inc,Software,45050.698322823446,42911.66741531965,5456.349206349207,29328.40860834329,3718.7499999999995,4408.159600627154,-0.0,2139.030907503797
2026-02-17,HY-CREDIT-01,12345A100,CloudSoft Inc,Software,17501.241792806934,16687.18819582812,5456.349206349207,7554.814629048216,3718.7499999999995,-42.725639569304974,-0.0,814.0535969788128
2026-02-18,HY-CREDIT-01,12345A100,CloudSoft Inc,Software,90241.31057072617,102318.6093900497,5456.349206349207,93748.3980788982,3718.7499999999995,-604.8878951976935,-0.0,-12077.298819323536
2026-02-19,HY-CREDIT-01,12345A100,CloudSoft Inc,Software,-45590.85447056365,-44370.22023552805,5456.349206349207,-56032.410477310856,3718.7499999999995,2487.0910354335906,-0.0,-1220.6342350356006
2026-02-20,HY-CREDIT-01,12345A100,CloudSoft Inc,Software,-13099.561452732074,-12576.41842258756,5456.349206349207,-20140.25641030937,3718.7499999999995,-1611.2612186273989,-0.0,-523.1430301445143
2026-02-23,HY-CREDIT-01,12345A100,CloudSoft Inc,Software,91427.21968185874,98906.72683079766,5456.349206349207,85233.21495904654,3718.7499999999995,4498.412665401923,-0.0,-7479.50714893892
2026-02-24,HY-CREDIT-01,12345A100,CloudSoft Inc,Software,53909.77337275617,56250.12262049824,5456.349206349207,46814.4989489921,3718.7499999999995,260.5244651569265,-0.0,-2340.3492477420677
2026-02-25,HY-CREDIT-01,12345A100,CloudSoft Inc,Software,-53174.778670269705,-48865.165148872635,5456.349206349207,-61342.02613584087,3718.7499999999995,3301.7617806190256,-0.0,-4309.613521397072
2026-02-26,HY-CREDIT-01,12345A100,CloudSoft Inc,Software,-76897.92263138524,-87615.55442543881,5456.349206349207,-98607.0932931375,3718.7499999999995,1816.4396613494855,-0.0,10717.63179405356
2026-02-27,HY-CREDIT-01,12345A100,CloudSoft Inc,Software,-85335.78853080665,-91153.12499860396,5456.349206349207,-100287.32148426893,3718.7499999999995,-40.90272068422962,-0.0,5817.336467797309
2026-03-02,HY-CREDIT-01,12345A100,CloudSoft Inc,Software,-58726.46405152098,-64805.8797341452,5456.349206349207,-76351.4519420299,3718.7499999999995,2370.473001535504,-0.0,6079.415682624219
2026-03-03,HY-CREDIT-01,12345A100,CloudSoft Inc,Software,36540.657465161356,35312.47688889312,5456.349206349207,25030.902018183453,3718.7499999999995,1106.4756643604667,-0.0,1228.1805762682325
2026-03-04,HY-CREDIT-01,12345A100,CloudSoft Inc,Software,219207.25644558642,234899.66699027037,5456.349206349207,228312.53305839704,3718.7499999999995,-2587.965274475867,-0.0,-15692.410544683966
2026-03-05,HY-CREDIT-01,12345A100,CloudSoft Inc,Software,-55298.649867311724,-53180.440583958305,5456.349206349207,-63972.90881872838,3718.7499999999995,1617.3690284208633,-0.0,-2118.20928335342
2026-03-06,HY-CREDIT-01,12345A100,CloudSoft Inc,Software,2815.7835555866923,2587.1534797873196,5456.349206349207,-4453.138553888855,3718.7499999999995,-2134.807172673032,-0.0,228.63007579937266
2026-03-09,HY-CREDIT-01,12345A100,CloudSoft Inc,Software,-264641.44062166207,-245496.28302462882,5456.349206349207,-257757.1660636623,3718.7499999999995,3085.78383268429,-0.0,-19145.15759703324
2026-03-10,HY-CREDIT-01,12345A100,CloudSoft Inc,Software,97475.72021917537,93662.2026629934,5456.349206349207,85809.39580423167,3718.7499999999995,-1322.2923475874675,-0.0,3813.517556181974
2026-03-11,HY-CREDIT-01,12345A100,CloudSoft Inc,Software,5821.299231134634,5875.77878151736,5456.349206349207,444.84622379069805,3718.7499999999995,-3744.166648622544,-0.0,-54.479550382725506
2026-03-12,HY-CREDIT-01,12345A100,CloudSoft Inc,Software,16207.012761184005,16292.481115530802,5456.349206349207,467.0762057184774,3718.7499999999995,6650.305703463117,-0.0,-85.46835434679554
2026-03-13,HY-CREDIT-01,12345A100,CloudSoft Inc,Software,105028.12436088508,101060.25386471282,5456.349206349207,89683.40163602018,3718.7499999999995,2201.7530223434455,-0.0,3967.870496172251
2026-03-16,HY-CREDIT-01,12345A100,CloudSoft Inc,Software,-65333.12140797019,-67425.22330618897,5456.349206349207,-75152.47467471486,3718.7499999999995,-1447.8478378233187,-0.0,2092.1018982187825
2026-03-17,HY-CREDIT-01,12345A100,CloudSoft Inc,Software,-82738.74268234147,-80706.37721198259,5456.349206349207,-90505.81572500849,3718.7499999999995,624.3393066766982,-0.0,-2032.3654703588863
2026-03-18,HY-CREDIT-01,12345A100,CloudSoft Inc,Software,-7173.305606286671,-8577.365912388967,5456.349206349207,-16851.608892595636,3718.7499999999995,-900.8562261425368,-0.0,1404.0603061022962
2026-03-19,HY-CREDIT-01,12345A100,CloudSoft Inc,Software,84242.01652807872,89562.91140985354,5456.349206349207,78698.47655129043,3718.7499999999995,1689.3356522139043,-0.0,-5320.8948817748105
2026-03-20,HY-CREDIT-01,12345A100,CloudSoft Inc,Software,-106344.45087646352,-110899.78293015319,5456.349206349207,-119929.8780135275,3718.7499999999995,-145.00412297489262,-0.0,4555.332053689667
2026-03-23,HY-CREDIT-01,12345A100,CloudSoft Inc,Software,102543.02245177113,99237.1862595389,5456.349206349207,89563.56939667948,3718.7499999999995,498.51765651020855,-0.0,3305.8361922322306
2026-03-24,HY-CREDIT-01,12345A100,CloudSoft Inc,Software,-75717.37948911273,-74163.6696823471,5456.349206349207,-80321.84778741244,3718.7499999999995,-3016.921101283864,-0.0,-1553.7098067656277
2026-03-25,HY-CREDIT-01,12345A100,CloudSoft Inc,Software,-114868.34938093324,-117398.81102996902,5456.349206349207,-125983.10487129937,3718.7499999999995,-590.8053650188566,-0.0,2530.461649035777
2026-03-26,HY-CREDIT-01,12345A100,CloudSoft Inc,Software,146568.69108292033,158055.85381710317,5456.349206349207,149692.51168189122,3718.7499999999995,-811.7570711372632,-0.0,-11487.162734182843
2026-03-27,HY-CREDIT-01,12345A100,CloudSoft Inc,Software,-895.88436961059,-1751.8668278031744,5456.349206349207,-12106.014225415187,3718.7499999999995,1179.0481912628063,-0.0,855.9824581925843
2026-03-30,HY-CREDIT-01,12345A100,CloudSoft Inc,Software,-12969.363099728575,-12674.666411367984,5456.349206349207,-23229.96965040975,3718.7499999999995,1380.204032692559,-0.0,-294.6966883605912
2026-03-31,HY-CREDIT-01,12345A100,CloudSoft Inc,Software,81785.44677422894,84204.46408306563,5456.349206349207,73795.38219032057,3718.7499999999995,1233.982686395865,-0.0,-2419.017308836686
2026-04-01,HY-CREDIT-01,12345A100,CloudSoft Inc,Software,66014.85141948843,62394.7767425969,5456.349206349207,54182.44103944005,3718.7499999999995,-962.7635031923579,-0.0,3620.0746768915315
2026-04-02,HY-CREDIT-01,12345A100,CloudSoft Inc,Software,-2933.0352892002065,-2258.141041930424,5456.349206349207,-12636.480275458445,3718.7499999999995,1203.240027178815,-0.0,-674.8942472697829
2026-04-03,HY-CREDIT-01,12345A100,CloudSoft Inc,Software,36521.00425313556,39416.162144205235,5456.349206349207,30925.777401487125,3718.7499999999995,-684.7144636310959,-0.0,-2895.1578910696776
2026-04-06,HY-CREDIT-01,12345A100,CloudSoft Inc,Software,-43903.5867361355,-39548.52661448579,5456.349206349207,-43295.842449433054,3718.7499999999995,-5427.783371401947,-0.0,-4355.060121649708
2026-04-07,HY-CREDIT-01,12345A100,CloudSoft Inc,Software,-11916.517698045522,-12754.030909164434,5456.349206349207,-19700.205122023213,3718.7499999999995,-2228.924993490428,-0.0,837.5132111189123
2026-04-08,HY-CREDIT-01,12345A100,CloudSoft Inc,Software,-209939.35353131001,-194001.04447555606,5456.349206349207,-204127.1436892261,3718.7499999999995,951.0000073208254,-0.0,-15938.309055753947
2026-04-09,HY-CREDIT-01,12345A100,CloudSoft Inc,Software,90190.27857656665,81859.55020156234,5456.349206349207,75790.17547596112,3718.7499999999995,-3105.724480747987,-0.0,8330.728375004312
